,CS_ID,Utilization Ratio,Queue Delay,Charging Time,Queue Delay+Charging Time
0,1,0.2857842264554033,0.00018826489583152956,0.5,0.00018826489583152956
1,2,0.7366064658213448,0.05973107769601788,0.16666666666666666,0.05973107769601788
2,3,0.6548954279949436,0.05517918135415971,0.14285714285714285,0.05517918135415971
