rel_error,abs_error,q_rel_error,true_delay,formula_delay,rho
0.06272445605565292,0.06692540183050788,0.9992653205026308,0.06697460670089539,4.92048703875092e-05,0.1
0.07257428272851996,0.0782615264789519,0.9986866043885728,0.07836445000367864,0.00010292352472673905,0.12000000000000001
0.08063376556504846,0.08772263849143291,0.9978182343400192,0.08791444721337927,0.00019180872194635157,0.14
0.08986233176875529,0.09876730202689066,0.996686098365898,0.0990956954138551,0.00032839338696444287,0.16000000000000003
0.09433938856250067,0.10422126697691358,0.9949698012344244,0.10474817109786638,0.000526904120952798,0.18000000000000002
0.10204881261706024,0.11373755865711699,0.9929878509761585,0.1145407353627812,0.0008031767056642103,0.2
0.11077158459294227,0.12471677080061783,0.990669763828273,0.1258913669865842,0.0011745961859663812,0.22000000000000003
0.11575168598215474,0.13112136035488509,0.9874977284021274,0.1327814298540746,0.0016600694991895093,0.24000000000000002
0.11995792242532162,0.1366200935366062,0.9835850605990383,0.13890013076591434,0.0022800372293081406,0.26
0.12601997029243148,0.14463162755811942,0.9793041612593077,0.1476881578570386,0.003056530298919169,0.28
0.13068379401762467,0.15093272552716042,0.9740988656128032,0.15494600276760306,0.0040132772404426476,0.30000000000000004
0.13483903725531224,0.15666095924730183,0.9680179833909275,0.16183682734748883,0.005175868100186998,0.32000000000000006
0.1385054942280153,0.16183010908922624,0.9609744629761168,0.1684020911315811,0.006571982042354874,0.3400000000000001
0.143761138492901,0.1692804914136392,0.9536274781672067,0.1775121788006595,0.008231687387020292,0.3600000000000001
0.14644703582414575,0.17332142097823589,0.9444833138155905,0.18350924621213238,0.010187825233896497,0.38
0.15006114625187664,0.1787580155266233,0.9347581596728957,0.1912345066762262,0.01247649114960292,0.4
0.1530372995730159,0.18342475070492692,0.9237638392532833,0.1985623845735256,0.015137633868598677,0.42000000000000004
0.15676054823307134,0.1892891349601944,0.9122151177315625,0.20750493088834832,0.01821579592815392,0.44000000000000006
0.15733468649459267,0.19077378481710316,0.8976119312816553,0.2125348139531822,0.021761029136079024,0.4600000000000001
0.159780270786376,0.1950768281618156,0.8830727624879036,0.22090685665835808,0.02583002849654248,0.4800000000000001
0.1635526992986758,0.201493888583965,0.8685776590264023,0.2319814313550519,0.030487542771086895,0.5000000000000001
0.1634233905652894,0.20234282942361204,0.8496410074501737,0.23815096923211798,0.035808139808505945,0.5200000000000001
0.1669553350813066,0.2088089272209359,0.8329455759934756,0.2506873597016037,0.041878432480667804,0.54
0.1686962199303527,0.2128326425636733,0.8134792114115287,0.2616325525939027,0.04879991003022943,0.56
0.16624490993685545,0.21069707890809353,0.7879776784277563,0.2673896541441316,0.0566925752360381,0.5800000000000001
0.1678565927625201,0.21496861440218407,0.7659170188114219,0.2806682827544167,0.06569966835223262,0.6000000000000001
0.16953334865731276,0.21965583431682068,0.7429597445908491,0.2956497117320751,0.07599387741525443,0.6200000000000001
0.16867081370584153,0.2207040092023942,0.7154341467030544,0.30848962160873605,0.08778561240634186,0.6400000000000001
0.17070334878366042,0.22669986012841936,0.6910863616922563,0.3280340528979644,0.10133419276954503,0.66
0.169252159834865,0.22756416419803194,0.6605111025108477,0.3445273869477381,0.11696322274970616,0.68
0.16921792382339584,0.23119930406105982,0.6312067603627322,0.3662814129687042,0.13508210890764438,0.7000000000000001
0.16834570218958755,0.23404451596304376,0.5997123253896463,0.3902613070541445,0.15621679109110076,0.7200000000000001
0.16742348084071706,0.2374992276707122,0.567428093061614,0.4185538759444598,0.18105464827374762,0.7400000000000001
0.16748051998110536,0.2435224143993331,0.5363525054535996,0.45403426277161385,0.21051184837228076,0.7600000000000001
0.15879619906139725,0.2351799261201637,0.48892191833857507,0.4810173512354241,0.2458374251152604,0.7800000000000001
0.15467718321906063,0.23582094791213093,0.4495246197298052,0.5246007394519911,0.2887797915398602,0.8000000000000002
0.15273524722037674,0.2418960162048298,0.41437560776434307,0.5837602688775951,0.3418642526727653,0.8200000000000002
0.14129091495372031,0.2318151233355088,0.3618189152016139,0.640693765847858,0.4088786425123492,0.8400000000000001
0.15171165492341093,0.2675110814653314,0.350472796726371,0.7632862920148085,0.49577521054947704,0.8600000000000001
0.12992211816111415,0.24077854607958082,0.282188947468345,0.8532529294280407,0.6124743833484598,0.8800000000000001
0.12728011008000562,0.2591387064108437,0.2501407113056654,1.0359717339021355,0.7768330274912918,0.9000000000000001
