rel_error,abs_error,q_rel_error,true_delay,formula_delay,rho
0.039997881406188776,0.04171822253506252,0.9699474653185957,0.043010806282543834,0.0012925837474813129,0.1
0.04756910206649898,0.0500452645248215,0.9614103824750353,0.052054008815658914,0.0020087442908374165,0.12000000000000001
0.05315209477500481,0.05630036584277609,0.9505161139955808,0.059231363901988354,0.002930998059212264,0.14
0.05644414011968733,0.06006482213718711,0.9363725454456293,0.06414628710477799,0.004081464967590875,0.16000000000000003
0.06528875725621866,0.07023206140847571,0.927590912407886,0.07571447765283068,0.005482416244354971,0.18000000000000002
0.07043813245789288,0.07631792124800962,0.9142661475892234,0.08347451280926022,0.0071565915612505915,0.2
0.07296868274734705,0.07943065670320881,0.8969318708151519,0.08855818294317097,0.009127526239962158,0.22000000000000003
0.07850865085505748,0.08617032755624998,0.8829811572611279,0.09759022244997517,0.011419894893725191,0.24000000000000002
0.08350107739193476,0.09238973481945356,0.8679198698214419,0.10644961364746841,0.014059878828014849,0.26
0.08609309095133418,0.09581192386040627,0.8487381923642731,0.11288748959618444,0.017075565735778175,0.28
0.0885477417711093,0.09914149502403258,0.8286728311108538,0.11963888678615331,0.02049739176212073,0.30000000000000004
0.09408586049542804,0.10638719466665103,0.8136947274647797,0.1307458326516635,0.024358637985012477,0.32000000000000006
0.09466294728175563,0.10756148170038782,0.7893987441738427,0.13625747759829276,0.028695995897904947,0.3400000000000001
0.09894271096305644,0.11349140826492521,0.7718318260222763,0.14704162803160914,0.03355021976668393,0.3600000000000001
0.1011292769699761,0.11689108065046461,0.7499846280317507,0.15585796865894697,0.03896688800848236,0.38
0.10467581993697832,0.12217468463900838,0.7308322858594543,0.16717198597121596,0.044997301332207584,0.4
0.10177249469681043,0.11916144464759881,0.6974174707376273,0.17086099739022464,0.05169955274262583,0.42000000000000004
0.10888523104899556,0.12941619576776064,0.6863541275668921,0.1885560100389252,0.05913981427116455,0.44000000000000006
0.10753324062912895,0.12861019607891566,0.6561607626519628,0.19600409442210487,0.0673938983431892,0.4600000000000001
0.10982255017515938,0.13281551356191046,0.6343740107287451,0.20936468284590815,0.07654916928399769,0.4800000000000001
0.11311350927071481,0.13859860623937537,0.6151585277876114,0.22530551065891702,0.08670690441954165,0.5000000000000001
0.11273777014889748,0.13951276537267976,0.5874271104053038,0.23749800256311104,0.09798523719043128,0.5200000000000001
0.11093824994052576,0.13857244748611208,0.5563029209994202,0.24909530806913827,0.11052286058302618,0.54
0.11336209229270162,0.14377213934960054,0.5359515064075211,0.2682558732100673,0.12448373386046674,0.56
0.11644474824425624,0.15025021203626787,0.5175449809490165,0.29031334003231124,0.14006312799604337,0.5800000000000001
0.11554916257325884,0.15122110540087141,0.4898379708925615,0.3087165846398614,0.15749547923899,0.6000000000000001
0.11350849391648096,0.15071418331706155,0.459804407223405,0.32777890109225094,0.1770647177751894,0.6200000000000001
0.1086856105096557,0.1462187497675198,0.4234091365835255,0.34533678452797245,0.19911803476045264,0.6400000000000001
0.11872539207190541,0.164908771209052,0.4239373316480218,0.3889932754163985,0.2240845042073465,0.66
0.10811894312254396,0.1518353251345015,0.3755176921484461,0.40433600948548487,0.2525006843509834,0.68
0.11219586304435906,0.16239718897432542,0.3629444528690464,0.4474436451379511,0.28504645616362567,0.7000000000000001
0.11105076499058422,0.1652235200984149,0.3386978983225815,0.4878197382289431,0.3225962181305282,0.7200000000000001
0.10615818282970692,0.16226949143823566,0.30700111558555687,0.5285631979829515,0.3662937065447158,0.7400000000000001
0.10188806435911352,0.16082968936892716,0.27801448871742424,0.5784939127125692,0.41766422334364206,0.7600000000000001
0.10977537568060068,0.1823523100130071,0.27581480978819795,0.6611403867436922,0.47878807673068513,0.7800000000000001
0.07682007656390841,0.12919384862352024,0.18949716532825903,0.6817719325759963,0.5525780839524761,0.8000000000000002
0.10327513716673273,0.18925097051591866,0.22733039247887504,0.8324930443847496,0.6432420738688309,0.8200000000000002
0.0859097100761643,0.1651382677252835,0.17906397798618545,0.9222305322515716,0.7570922645262881,0.8400000000000001
0.10525733678638878,0.22399184816161632,0.19856724996193406,1.1280402392869733,0.904048391125357,0.8600000000000001
0.06689457720593421,0.15059572707115754,0.12035721740581451,1.251239687300067,1.1006439602289095,0.8800000000000001
0.04672786627276656,0.11649906937667076,0.07802291909210618,1.4931390767262043,1.3766400073495335,0.9000000000000001
